full_name,position,current_team,current_age,years_exp,talent_ppg,availability_score,risk_cv,dcf_value,replacement_value,vorp
Amari Rodgers,WR,IND,27,2,4.69,0.51,0.90,0.00,0.00,0.00
Brian Hoyer,QB,LV,41,14,9.24,0.46,1.05,0.00,0.00,0.00
Mario Goodrich,DB,NYJ,26,3,5.33,0.57,0.00,0.00,0.00,0.00
Kwamie Lassiter II,WR,CIN,28,2,5.00,0.59,0.00,0.00,0.00,0.00
Craig James,DB,DET,30,6,5.41,0.57,0.00,0.00,0.00,0.00
Brycen Hopkins,TE,LA,29,3,3.03,0.49,0.78,0.00,0.00,0.00
Quindell Johnson,DB,PIT,27,2,5.23,0.62,1.20,0.00,0.00,0.00
Joshua Kalu,DB,WAS,31,5,5.33,0.82,1.12,0.00,0.00,0.00
Keion Crossen,DB,CAR,30,7,3.99,0.78,0.95,0.00,0.00,0.00
Rob Gronkowski,TE,TB,37,11,8.28,0.82,0.50,0.00,0.00,0.00
Kenny Golladay,WR,NYG,33,5,7.00,0.67,0.57,0.00,0.00,0.00
Anthony Schwartz,WR,MIA,26,3,4.77,0.63,0.84,0.00,0.00,0.00
Quincy Roche,LB,MIN,28,2,5.35,0.61,0.79,0.00,0.00,0.00
Tre Norwood,DB,BUF,27,2,4.68,0.75,0.95,0.00,0.00,0.00
Tarell Basham,DL,TEN,32,5,4.90,0.67,0.95,0.00,0.00,0.00
BJ Thompson,DL,KC,27,2,4.55,0.57,0.00,0.00,0.00,0.00
Cam Sims,WR,CAR,30,6,4.03,0.74,1.03,0.00,0.00,0.00
Jayon Brown,LB,LV,31,5,5.64,0.69,0.48,0.00,0.00,0.00
Anthony Brown,DB,CAR,33,8,7.99,0.81,0.61,0.00,0.00,0.00
Austin Calitro,LB,LV,32,5,4.22,0.55,0.51,0.00,0.00,0.00
Cody Hollister,WR,TEN,33,5,4.80,0.56,0.50,0.00,0.00,0.00
Mike Thomas,WR,BAL,32,6,4.74,0.62,0.60,0.00,0.00,0.00
William Jackson,DB,PIT,34,6,6.47,0.67,0.64,0.00,0.00,0.00
O.J. Howard,TE,HOU,32,5,4.33,0.66,1.07,0.00,0.00,0.00
Jonas Griffith,LB,NYG,29,5,5.52,0.68,0.76,0.00,0.00,0.00
Ben Ellefson,TE,MIN,30,3,3.30,0.51,1.00,0.00,0.00,0.00
Steve McLendon,DL,TB,40,12,4.71,0.78,0.78,0.00,0.00,0.00
Jaquan Johnson,DB,TB,31,4,4.28,0.70,1.31,0.00,0.00,0.00
Chris Myarick,TE,MIA,31,6,2.98,0.64,0.81,0.00,0.00,0.00
Nasir Adderley,DB,LAC,29,3,6.58,0.85,0.61,0.00,0.00,0.00
Herb Miller,DB,BUF,29,4,4.44,0.54,0.00,0.00,0.00,0.00
Antonio Brown,WR,TB,38,11,8.72,0.78,0.61,0.00,0.00,0.00
Everson Griffen,DL,MIN,39,11,6.63,0.76,0.74,0.00,0.00,0.00
Trace McSorley,QB,WAS,31,5,10.52,0.72,0.89,0.00,0.00,0.00
Rashad Fenton,DB,ARI,29,4,5.96,0.70,0.66,0.00,0.00,0.00
Anthony Rush,DL,DAL,30,3,4.14,0.58,0.56,0.00,0.00,0.00
Chase Hansen,LB,NO,33,3,4.09,0.56,0.40,0.00,0.00,0.00
Trysten Hill,DL,IND,28,5,4.48,0.66,0.77,0.00,0.00,0.00
Bryan Mone,DL,SEA,31,4,3.95,0.74,1.17,0.00,0.00,0.00
Ifeadi Odenigbo,DL,NYJ,32,6,5.07,0.66,0.96,0.00,0.00,0.00
Elijah Lee,LB,CHI,30,5,3.48,0.64,0.67,0.00,0.00,0.00
Josh Jones,DB,SEA,32,5,4.65,0.68,0.75,0.00,0.00,0.00
Zach Gentry,TE,LV,30,5,3.32,0.77,0.85,0.00,0.00,0.00
A.J. Green,WR,ARI,38,11,7.87,0.82,0.70,0.00,0.00,0.00
Robert Quinn,LB,PHI,36,11,8.35,0.79,0.91,0.00,0.00,0.00
Devin McCourty,DB,NE,39,13,6.97,0.89,0.86,0.00,0.00,0.00
Carlos Dunlap,LB,KC,37,12,8.38,0.84,0.90,0.00,0.00,0.00
Andre Roberts,WR,CAR,38,12,4.43,0.54,1.22,0.00,0.00,0.00
Ryan Griffin,TE,CHI,36,9,3.62,0.73,0.82,0.00,0.00,0.00
Chad Henne,QB,KC,41,14,9.05,0.57,3.14,0.00,0.00,0.00
Damien Wilson,LB,DAL,33,9,5.83,0.87,1.10,0.00,0.00,0.00
Tom Brady,QB,TB,49,22,21.28,0.94,0.45,0.00,0.00,0.00
Jason McCourty,DB,MIA,39,12,5.13,0.74,0.52,0.00,0.00,0.00
Matt Ryan,QB,ATL,41,16,15.93,0.87,0.53,0.00,0.00,0.00
Josh Bynes,LB,BAL,37,11,6.25,0.74,0.81,0.00,0.00,0.00
Casey Hayward,DB,ATL,37,10,5.77,0.76,0.81,0.00,0.00,0.00
Mark Ingram,RB,NO,37,11,6.92,0.77,0.73,0.00,0.00,0.00
Taiwan Jones,RB,NYG,38,12,4.05,0.55,0.49,0.00,0.00,0.00
Anthony Levine,DB,BAL,39,11,4.43,0.76,0.80,0.00,0.00,0.00
Matt Ioannidis,DL,CAR,32,6,5.06,0.79,0.71,0.00,0.00,0.00
Justin Coleman,DB,SEA,33,7,4.92,0.64,0.99,0.00,0.00,0.00
Henry Anderson,DL,CAR,35,8,4.06,0.61,0.95,0.00,0.00,0.00
Christian Kirksey,LB,CLE,34,10,8.31,0.89,0.58,0.00,0.00,0.00
Richard Rodgers,TE,LAC,34,8,3.35,0.51,0.86,0.00,0.00,0.00
Kevin Pierre-Louis,LB,HOU,35,8,3.93,0.59,0.70,0.00,0.00,0.00
Sammy Watkins,WR,BAL,33,8,6.22,0.71,0.56,0.00,0.00,0.00
Justin Ellis,DL,MIA,36,9,4.11,0.61,1.12,0.00,0.00,0.00
Breshad Perriman,WR,IND,33,8,5.31,0.64,0.91,0.00,0.00,0.00
Cameron Brate,TE,TB,35,8,5.58,0.78,0.53,0.00,0.00,0.00
Bryce Callahan,DB,LAC,35,7,6.21,0.81,0.92,0.00,0.00,0.00
Kyle Fuller,DB,BAL,34,8,5.71,0.63,0.72,0.00,0.00,0.00
Steven Means,LB,BAL,36,9,3.63,0.66,0.67,0.00,0.00,0.00
Lamarcus Joyner,DB,NYJ,36,8,6.19,0.67,1.08,0.00,0.00,0.00
Akiem Hicks,DL,TB,37,10,5.78,0.70,0.95,0.00,0.00,0.00
Chandler Jones,DL,LV,36,11,9.31,0.83,1.19,0.00,0.00,0.00
Devon Kennard,LB,BAL,35,8,4.30,0.67,0.58,0.00,0.00,0.00
K'Waun Williams,DB,DEN,35,9,6.10,0.84,0.76,0.00,0.00,0.00
P.J. Williams,DB,NO,33,7,6.47,0.74,0.85,0.00,0.00,0.00
Dylan Cole,LB,CHI,32,6,4.16,0.63,0.85,0.00,0.00,0.00
Calvin Munson,LB,MIN,32,7,3.69,0.55,0.47,0.00,0.00,0.00
DeMarquis Gates,LB,CHI,30,5,4.42,0.47,0.56,0.00,0.00,0.00
Tremon Smith,DB,HOU,30,7,4.34,0.48,1.33,0.00,0.00,0.00
Grover Stewart,DL,IND,33,8,5.95,0.82,0.81,0.00,0.00,0.00
Al-Quadin Muhammad,DL,DET,31,8,8.00,0.66,1.05,0.00,0.00,0.00
Irv Smith,TE,HOU,28,6,4.83,0.66,0.68,0.00,0.00,0.00
Jesper Horsted,TE,CAR,29,5,2.94,0.47,0.91,0.00,0.00,0.00
Andy Isabella,WR,PIT,30,5,4.50,0.43,0.53,0.00,0.00,0.00
Lawrence Cager,TE,WAS,29,5,3.69,0.52,0.72,0.00,0.00,0.00
Stephen Anderson,TE,LAC,33,7,2.99,0.51,0.92,0.00,0.00,0.00
Jalen Guyton,WR,LV,29,5,5.51,0.59,0.89,0.00,0.00,0.00
Miles Boykin,WR,CHI,30,6,3.37,0.55,0.40,0.00,0.00,0.00
Donovan Peoples-Jones,WR,DET,27,4,6.77,0.79,0.77,0.00,0.00,0.00
Cameron Brown,LB,MIA,28,4,3.42,0.52,0.65,0.00,0.00,0.00
Tyler Hall,DB,SEA,28,5,5.20,0.60,0.84,0.00,0.00,0.00
Jordan Kunaszyk,LB,MIN,30,5,3.84,0.52,0.93,0.00,0.00,0.00
Bradley McDougald,DB,JAX,36,8,5.04,0.69,0.47,0.00,0.00,0.00
Cole Turner,TE,TEN,26,3,3.50,0.57,0.67,0.00,0.00,0.00
Tyler Conklin,TE,LAC,31,7,6.68,0.76,0.67,0.00,0.00,0.00
Foley Fatukasi,DL,HOU,31,7,4.28,0.58,0.78,0.00,0.00,0.00
DeShon Elliott,DB,PIT,29,7,8.43,0.68,0.76,0.00,0.00,0.00
D.J. Reed,DB,DET,30,7,8.20,0.79,0.70,0.00,0.00,0.00
Daniel Ekuale,DL,PIT,32,7,4.13,0.49,0.96,0.00,0.00,0.00
Frankie Luvu,LB,WAS,30,7,10.01,0.88,0.80,0.00,0.00,0.00
Daron Payne,DL,WAS,29,7,8.32,0.81,0.78,0.00,0.00,0.00
Marcus Davenport,DL,DET,30,7,6.37,0.44,0.93,0.00,0.00,0.00
Will Dissly,TE,LAC,30,7,4.25,0.69,0.76,0.00,0.00,0.00
Demetrius Harris,TE,ARI,35,8,3.13,0.76,0.45,0.00,0.00,0.00
Malcom Brown,DL,JAX,32,7,4.24,0.91,1.12,0.00,0.00,0.00
Tyquan Lewis,DL,IND,31,7,6.54,0.55,0.89,0.00,0.00,0.00
Jacob Martin,DL,WAS,31,7,6.17,0.62,0.83,0.00,0.00,0.00
Poona Ford,DL,LA,31,7,5.85,0.69,0.91,0.00,0.00,0.00
Zach Sieler,DL,MIA,31,7,9.13,0.86,0.75,0.00,0.00,0.00
E.J. Speed,LB,HOU,31,6,6.93,0.82,0.81,0.00,0.00,0.00
Taron Johnson,DB,BUF,30,7,7.81,0.78,0.68,0.00,0.00,0.00
Easton Stick,QB,ATL,31,6,13.30,0.68,0.48,0.00,0.00,0.00
Justin Hollins,LB,WAS,30,5,4.87,0.66,1.32,0.00,0.00,0.00
Elijah Riley,DB,NYG,28,4,5.06,0.51,0.88,0.00,0.00,0.00
Mitchell Wilcox,TE,NE,30,4,2.90,0.60,0.95,0.00,0.00,0.00
Essang Bassey,DB,WAS,28,5,4.23,0.58,0.71,0.00,0.00,0.00
Phillip Dorsett,WR,LV,33,10,5.32,0.51,0.70,0.00,0.00,0.00
C.J. Beathard,QB,DET,33,8,8.13,0.52,1.82,0.00,0.00,0.00
Malik Jackson,DL,CLE,36,9,4.58,0.81,0.81,0.00,0.00,0.00
Tavon Wilson,DB,SF,36,9,5.47,0.69,1.10,0.00,0.00,0.00
Phil Hoskins,DL,DAL,29,3,4.56,0.40,1.26,0.00,0.00,0.00
A.J. Parker,DB,CAR,28,2,5.59,0.51,0.68,0.00,0.00,0.00
Austin Faoliu,DL,SEA,27,2,4.55,0.46,0.00,0.00,0.00,0.00
Kevin Strong,DL,LA,30,5,4.38,0.66,1.05,0.00,0.00,0.00
John Cominsky,DL,DET,31,5,5.97,0.64,0.91,0.00,0.00,0.00
Albert Huggins,DL,DAL,29,5,3.76,0.61,0.53,0.00,0.00,0.00
Rudy Ford,DB,CAR,32,7,6.70,0.77,1.03,0.00,0.00,0.00
Fletcher Cox,DL,PHI,36,12,6.60,0.85,0.83,0.00,0.00,0.00
Aaron Donald,DL,LA,35,10,10.34,0.84,0.70,0.00,0.00,0.00
Cole Fotheringham,TE,NE,29,3,3.26,0.57,0.00,0.00,0.00,0.00
Brandon Smith,LB,LV,25,2,4.16,0.48,0.38,0.00,0.00,0.00
Colton Dowell,WR,SF,27,2,4.49,0.65,0.00,0.00,0.00,0.00
Charlie Thomas,LB,CLE,26,2,4.33,0.61,0.00,0.00,0.00,0.00
Elijah Cooks,WR,NO,28,2,5.17,0.59,0.00,0.00,0.00,0.00
Kyle Phillips,DL,NO,29,4,4.38,0.52,1.22,0.00,0.00,0.00
Avonte Maddox,DB,DET,30,7,6.48,0.58,0.77,0.00,0.00,0.00
Hunter Renfrow,WR,CAR,31,6,7.34,0.66,0.75,0.00,0.00,0.00
Dalton Schultz,TE,HOU,30,7,8.89,0.89,0.63,0.00,0.00,0.00
Matt Barkley,QB,JAX,36,10,10.82,0.60,0.00,0.00,0.00,0.00
Bruce Irvin,LB,MIA,39,11,5.47,0.55,0.95,0.00,0.00,0.00
Brandon Bolden,RB,LV,36,11,4.41,0.65,0.92,0.00,0.00,0.00
Pernell McPhee,LB,BAL,38,10,4.44,0.79,1.13,0.00,0.00,0.00
Dallas Goedert,TE,PHI,31,7,8.50,0.75,0.56,0.00,0.00,0.00
Donte Jackson,DB,LAC,31,7,7.30,0.76,0.74,0.00,0.00,0.00
Jeremy Reaves,DB,WAS,30,7,5.50,0.60,0.96,0.00,0.00,0.00
Josh Sweat,LB,ARI,29,7,10.42,0.83,0.80,0.00,0.00,0.00
Keanu Neal,DB,PIT,31,7,5.91,0.77,0.69,0.00,0.00,0.00
Malik Taylor,WR,DET,31,6,4.78,0.52,0.60,0.00,0.00,0.00
Hassan Ridgeway,DL,HOU,32,7,4.17,0.57,1.19,0.00,0.00,0.00
Jerry Jacobs,DB,DET,29,2,8.09,0.72,0.80,0.00,0.00,0.00
Gregory Junior,DB,DEN,27,3,5.13,0.49,0.89,0.00,0.00,0.00
Benton Whitley,LB,TB,27,3,4.57,0.61,0.20,0.00,0.00,0.00
Donald Parham,TE,PIT,29,6,4.70,0.67,0.71,0.00,0.00,0.00
Tre Tomlinson,DB,SF,25,2,4.54,0.68,0.60,0.00,0.00,0.00
Jimmy Graham,TE,NO,40,13,3.92,0.62,0.58,0.00,0.00,0.00
Tyler Kroft,TE,MIA,34,8,3.53,0.48,0.60,0.00,0.00,0.00
Jaquiski Tartt,DB,PHI,34,7,5.10,0.87,0.64,0.00,0.00,0.00
Tanzel Smart,DL,NYJ,32,7,4.14,0.47,0.00,0.00,0.00,0.00
Danny Johnson,DB,WAS,31,5,5.48,0.61,1.14,0.00,0.00,0.00
Ross Blacklock,DL,NYG,28,4,5.11,0.48,0.87,0.00,0.00,0.00
McTelvin Agim,DL,CIN,29,5,4.89,0.50,0.93,0.00,0.00,0.00
Josh Norman,DB,BUF,39,11,6.37,0.51,1.17,0.00,0.00,0.00
Adrian Phillips,DB,NE,34,9,5.17,0.76,1.03,0.00,0.00,0.00
Damiere Byrd,WR,BUF,33,9,5.05,0.54,0.80,0.00,0.00,0.00
Kyle Philips,WR,PHI,27,2,4.91,0.59,0.90,0.00,0.00,0.00
Matthias Farley,DB,CAR,34,7,3.85,0.52,1.14,0.00,0.00,0.00
Jaylon Smith,LB,LV,31,9,5.31,0.59,0.77,0.00,0.00,0.00
Stanley Morgan,WR,TEN,30,5,3.67,0.50,0.42,0.00,0.00,0.00
Trishton Jackson,WR,ARI,28,5,5.04,0.61,0.24,0.00,0.00,0.00
Zach VanValkenburg,LB,LA,28,2,4.61,0.65,1.45,0.00,0.00,0.00
Juwann Winfree,WR,HOU,30,6,5.14,0.41,0.53,0.00,0.00,0.00
Grayland Arnold,DB,ATL,29,5,5.17,0.43,0.81,0.00,0.00,0.00
Josiah Scott,DB,PIT,27,4,6.07,0.51,0.72,0.00,0.00,0.00
Darius Rush,DB,WAS,26,2,5.49,0.57,0.00,0.00,0.00,0.00
Frank Clark,LB,SEA,33,8,6.16,0.68,0.79,0.00,0.00,0.00
Jack Doyle,TE,IND,36,8,4.57,0.85,0.89,0.00,0.00,0.00
Case Keenum,QB,CHI,38,13,10.52,0.46,1.23,0.00,0.00,0.00
Adrian Amos,DB,SF,33,9,6.58,0.81,0.75,0.00,0.00,0.00
Marquise Goodwin,WR,CLE,36,10,4.97,0.65,1.03,0.00,0.00,0.00
Nick Williams,DL,SF,36,11,4.30,0.66,0.85,0.00,0.00,0.00
Quez Watkins,WR,PHI,28,5,6.29,0.69,0.68,0.00,0.00,0.00
Carter Coughlin,LB,NYG,29,4,3.18,0.56,0.64,0.00,0.00,0.00
Joe Haden,DB,CLE,37,12,5.29,0.84,0.42,0.00,0.00,0.00
Kahlef Hailassie,DB,MIN,26,2,5.41,0.62,0.67,0.00,0.00,0.00
Justin Bethel,DB,MIA,36,11,5.00,0.59,1.14,0.00,0.00,0.00
Ty Montgomery,WR,NE,33,8,4.22,0.59,0.91,0.00,0.00,0.00
Blake Martinez,LB,PIT,32,7,4.71,0.44,0.77,0.00,0.00,0.00
Willie Snead,WR,SF,34,9,4.35,0.54,0.26,0.00,0.00,0.00
Isaiah McKenzie,WR,MIA,31,7,5.42,0.75,1.20,0.00,0.00,0.00
Tracy Walker III,DB,SF,31,6,7.23,0.67,0.70,0.00,0.00,0.00
J.C. Jackson,DB,NE,31,5,8.14,0.68,0.75,0.00,0.00,0.00
Henry Pearson,TE,GB,27,1,0.00,0.55,,0.00,0.00,0.00
K.J. Wright,LB,SEA,37,11,3.86,0.85,0.82,0.00,0.00,0.00
Gervarrius Owens,DB,CHI,27,2,5.28,0.57,0.00,0.00,0.00,0.00
Kerry Hyder,DL,HOU,35,9,4.56,0.64,0.87,0.00,0.00,0.00
Jeff Heath,DB,NO,35,8,4.58,0.78,1.13,0.00,0.00,0.00
Sean McKeon,TE,IND,29,5,3.01,0.42,0.82,0.00,0.00,0.00
Anthony Barr,LB,MIN,34,9,6.33,0.62,0.87,0.00,0.00,0.00
Isaiah Buggs,DL,KC,30,5,4.31,0.65,0.85,0.00,0.00,0.00
PJ Walker,QB,SEA,31,7,10.42,0.54,0.99,0.00,0.00,0.00
Joseph Jones,LB,TEN,32,6,3.36,0.50,0.40,0.00,0.00,0.00
Devin Harper,LB,PIT,28,2,4.00,0.50,0.24,0.00,0.00,0.00
JoJo Domann,LB,TEN,29,2,3.90,0.50,0.00,0.00,0.00,0.00
Trenton Thompson,DB,PIT,29,2,6.14,0.66,0.84,0.00,0.00,0.00
Travis Bell,DL,MIN,28,2,4.30,0.60,0.00,0.00,0.00,0.00
Rashaan Evans,LB,ATL,31,6,6.65,0.69,0.73,0.00,0.00,0.00
Xavier Rhodes,DB,DAL,36,9,5.58,0.64,0.73,0.00,0.00,0.00
Maxx Williams,TE,ARI,32,7,3.80,0.56,0.95,0.00,0.00,0.00
Ndamukong Suh,DL,PHI,39,12,5.90,0.67,0.92,0.00,0.00,0.00
Genard Avery,DL,IND,31,6,4.14,0.71,1.17,0.00,0.00,0.00
Nick Kwiatkoski,LB,PIT,33,7,4.01,0.61,0.94,0.00,0.00,0.00
Clayton Fejedelem,DB,MIA,33,6,4.13,0.61,1.06,0.00,0.00,0.00
Troy Apke,DB,WAS,31,5,4.63,0.53,0.25,0.00,0.00,0.00
Dane Cruikshank,DB,ATL,31,6,5.33,0.58,0.69,0.00,0.00,0.00
Myles Dorn,DB,MIA,28,3,4.96,0.51,0.00,0.00,0.00,0.00
Ryan Anderson,LB,PIT,32,5,4.68,0.63,0.00,0.00,0.00,0.00
Marcus Kemp,WR,WAS,31,6,3.89,0.62,0.57,0.00,0.00,0.00
Tashawn Bower,DL,LV,31,5,4.89,0.51,1.14,0.00,0.00,0.00
C.J. Board,WR,TEN,33,5,4.62,0.55,0.71,0.00,0.00,0.00
Jarrad Davis,LB,NYG,32,6,5.05,0.59,0.84,0.00,0.00,0.00
Bryce Thompson,DB,MIA,29,2,0.00,0.60,,0.00,0.00,0.00
Jacob Eason,QB,NYG,29,3,11.04,0.52,0.00,0.00,0.00,0.00
Greedy Williams,DB,CLE,29,3,5.90,0.67,0.82,0.00,0.00,0.00
Tommy Sweeney,TE,CHI,31,5,3.32,0.55,0.70,0.00,0.00,0.00
Taylor Stallworth,DL,WAS,31,6,5.52,0.61,1.31,0.00,0.00,0.00
Ladarius Hamilton,LB,SF,28,3,4.31,0.53,0.16,0.00,0.00,0.00
Jabari Zuniga,DL,NO,29,3,4.93,0.51,0.95,0.00,0.00,0.00
Kameron Cline,DL,NYJ,28,4,4.47,0.62,0.00,0.00,0.00,0.00
Tyree Jackson,TE,WAS,29,6,3.83,0.50,0.00,0.00,0.00,0.00
Rayshad Nichols,DL,BAL,27,2,4.47,0.62,0.00,0.00,0.00,0.00
Davontae Harris,DB,TEN,31,4,4.62,0.55,0.66,0.00,0.00,0.00
Joel Iyiegbuniwe,LB,DET,31,6,4.07,0.55,0.85,0.00,0.00,0.00
Harvey Langi,LB,LV,34,5,4.60,0.55,1.23,0.00,0.00,0.00
Will Redmond,DB,HOU,33,6,4.96,0.64,0.00,0.00,0.00,0.00
Davis Webb,QB,NYG,31,5,11.15,0.53,1.45,0.00,0.00,0.00
Rodarius Williams,DB,TB,29,2,6.19,0.54,0.76,0.00,0.00,0.00
Jared Pinkney,TE,CHI,29,3,3.26,0.62,0.00,0.00,0.00,0.00
Ulysees Gilbert,LB,TB,29,4,3.65,0.60,0.62,0.00,0.00,0.00
Tanner Gentry,WR,BUF,32,5,0.00,0.62,,0.00,0.00,0.00
Anthony Chesley,DB,TB,31,4,4.69,0.54,0.47,0.00,0.00,0.00
Juston Burris,DB,CAR,33,6,5.06,0.63,1.04,0.00,0.00,0.00
Verone McKinley III,DB,ARI,27,2,4.91,0.73,1.35,0.00,0.00,0.00
Corey Peters,DL,JAX,38,12,3.95,0.69,0.99,0.00,0.00,0.00
Mario Addison,DL,HOU,39,11,5.76,0.71,1.00,0.00,0.00,0.00
Kemoko Turay,DL,ATL,31,5,6.09,0.58,1.05,0.00,0.00,0.00
N'Keal Harry,TE,SEA,29,5,3.62,0.66,0.63,0.00,0.00,0.00
Jalen Dalton,DL,DAL,29,5,3.98,0.71,1.09,0.00,0.00,0.00
Benson Mayowa,LB,SEA,35,8,4.11,0.84,1.62,0.00,0.00,0.00
Darius Phillips,DB,TEN,31,5,4.70,0.55,0.62,0.00,0.00,0.00
Anthony Averett,DB,HOU,32,6,7.61,0.64,0.62,0.00,0.00,0.00
Antwaun Woods,DL,ARI,33,6,4.42,0.52,0.91,0.00,0.00,0.00
Landon Collins,DB,NYG,32,7,7.62,0.70,0.86,0.00,0.00,0.00
Luiji Vilain,LB,DAL,28,2,4.17,0.67,0.00,0.00,0.00,0.00
Jason Moore,WR,LAC,31,3,5.28,0.52,0.99,0.00,0.00,0.00
Joshua Onujiogu,DL,SEA,28,2,4.58,0.63,0.00,0.00,0.00,0.00
John Wolford,QB,MIN,31,7,10.88,0.56,1.34,0.00,0.00,0.00
Alexander Johnson,LB,MIA,35,5,6.26,0.56,1.13,0.00,0.00,0.00
Trinity Benson,WR,CLE,29,4,5.31,0.55,0.19,0.00,0.00,0.00
Jermaine Carter,LB,CLE,31,4,4.27,0.73,0.66,0.00,0.00,0.00
Jordan Willis,DL,NO,31,6,6.16,0.61,0.66,0.00,0.00,0.00
Binjimen Victor,WR,BAL,29,2,4.97,0.63,0.00,0.00,0.00,0.00
Kenny Young,LB,NO,32,4,6.14,0.63,0.92,0.00,0.00,0.00
Travin Howard,LB,BUF,30,5,5.11,0.56,1.20,0.00,0.00,0.00
Brandon Zylstra,WR,DET,33,4,4.54,0.61,0.79,0.00,0.00,0.00
DeSean Jackson,WR,BAL,40,14,4.70,0.74,1.08,0.00,0.00,0.00
Colt McCoy,QB,ARI,40,13,11.20,0.64,1.11,0.00,0.00,0.00
Chase Daniel,QB,LAC,40,13,10.07,0.55,1.52,0.00,0.00,0.00
Prince Emili,DL,ATL,28,2,4.63,0.62,0.00,0.00,0.00,0.00
Darien Butler,LB,LV,26,2,4.40,0.65,0.47,0.00,0.00,0.00
Jeff Gunter,DL,CIN,27,2,0.00,0.60,,0.00,0.00,0.00
Josh Jackson,DB,ARI,30,4,5.17,0.53,0.57,0.00,0.00,0.00
Reggie Ragland,LB,CLE,33,6,4.71,0.66,0.75,0.00,0.00,0.00
Mackensie Alexander,DB,DAL,33,6,4.86,0.65,0.64,0.00,0.00,0.00
Janoris Jenkins,DB,SF,38,10,5.45,0.65,0.52,0.00,0.00,0.00
T.Y. Hilton,WR,DAL,37,10,5.70,0.65,0.61,0.00,0.00,0.00
Nick Foles,QB,IND,37,10,11.55,0.55,1.12,0.00,0.00,0.00
Jalen Camp,WR,CLE,28,3,4.98,0.51,0.00,0.00,0.00,0.00
Allan George,DB,DET,27,3,5.22,0.62,0.00,0.00,0.00,0.00
Danny Amendola,WR,HOU,41,13,6.25,0.78,1.03,0.00,0.00,0.00
Ben Roethlisberger,QB,PIT,44,17,15.55,0.93,0.35,0.00,0.00,0.00
Ryan Fitzpatrick,QB,WAS,44,16,11.01,0.71,0.00,0.00,0.00,0.00
Freddie Swain,WR,CHI,28,4,4.61,0.69,0.93,0.00,0.00,0.00
Nsimba Webster,WR,CHI,30,5,4.41,0.55,0.77,0.00,0.00,0.00
Nate Hairston,DB,ARI,32,6,4.97,0.55,0.41,0.00,0.00,0.00
Charles Washington,DB,ARI,33,6,4.68,0.53,0.40,0.00,0.00,0.00
Daylen Baldwin,WR,ARI,27,2,5.09,0.63,0.00,0.00,0.00,0.00
Dontae Johnson,DB,SF,35,8,5.64,0.76,0.56,0.00,0.00,0.00
Robert Alford,DB,ARI,38,8,5.45,0.84,0.96,0.00,0.00,0.00
Desmond Trufant,DB,LV,36,8,5.86,0.75,1.07,0.00,0.00,0.00
Sheldon Richardson,DL,MIN,36,8,6.23,0.85,0.85,0.00,0.00,0.00
Alex Okafor,DL,KC,35,8,4.52,0.81,1.08,0.00,0.00,0.00
Alec Ogletree,LB,CHI,35,8,5.71,0.91,0.63,0.00,0.00,0.00
David Bada,DL,DET,31,4,0.00,0.60,,0.00,0.00,0.00
Harrison Hand,DB,LAC,28,5,5.27,0.56,1.27,0.00,0.00,0.00
Tyler Mabry,TE,CAR,30,5,3.42,0.62,0.00,0.00,0.00,0.00
David Blough,QB,DET,31,4,11.12,0.55,0.85,0.00,0.00,0.00
T.J. Carter,DB,LA,27,0,0.00,0.60,,0.00,0.00,0.00
John Reid,DB,ATL,30,2,5.12,0.55,1.02,0.00,0.00,0.00
Hamsah Nasirildeen,LB,NYJ,27,2,3.90,0.56,0.00,0.00,0.00,0.00
Isaiah Mack,DL,MIA,30,5,4.99,0.51,0.67,0.00,0.00,0.00
Chris Streveler,QB,NYJ,31,2,10.64,0.54,1.27,0.00,0.00,0.00
Dont'a Hightower,LB,NE,36,9,4.69,0.90,0.73,0.00,0.00,0.00
James Washington,WR,IND,30,5,5.56,0.61,0.79,0.00,0.00,0.00
Greg Mabin,DB,CAR,32,6,4.99,0.57,0.65,0.00,0.00,0.00
Thomas Graham Jr.,DB,BAL,27,4,5.97,0.53,0.69,0.00,0.00,0.00
Lance McCutcheon,WR,TEN,27,3,4.76,0.65,0.00,0.00,0.00,0.00
Pharoh Cooper,WR,ARI,31,6,4.58,0.56,0.57,0.00,0.00,0.00
Nick Boyle,TE,BAL,33,7,3.31,0.50,0.00,0.00,0.00,0.00
T.J. Carrie,DB,CAR,36,8,4.91,0.62,0.80,0.00,0.00,0.00
Tyeler Davison,DL,LAC,34,7,4.21,0.55,1.20,0.00,0.00,0.00
Cade Johnson,WR,SEA,28,2,5.08,0.63,0.00,0.00,0.00,0.00
Braylon Sanders,WR,WAS,27,3,5.08,0.63,0.00,0.00,0.00,0.00
Joshuah Bledsoe,DB,TEN,28,4,0.00,0.60,,0.00,0.00,0.00
Sam Ehlinger,QB,DEN,28,4,11.27,0.60,1.09,0.00,0.00,0.00
Carlos Davis,DL,CIN,30,4,4.63,0.53,1.50,0.00,0.00,0.00
Domenique Davis,DL,PIT,30,5,0.00,0.60,,0.00,0.00,0.00
C.J. Moore,DB,DET,31,5,3.83,0.72,0.96,0.00,0.00,0.00
Marvin Wilson,DL,PHI,30,2,4.38,0.51,0.47,0.00,0.00,0.00
Racey McMath,WR,DAL,27,3,4.46,0.56,0.69,0.00,0.00,0.00
